"id","v1_id","restaurant_owner_id","francize_id","added_by","added_at","vendor_id","printer_id","suspend_operation","suspended_at","name","address","zip","city_id","province_id","phone","email","lat","lng","disabled_by","disabled_at","active","pending","coming_soon","vacation","vacation_start","vacation_stop","suspend_ordering","suspend_ordering_start","suspend_ordering_stop","restaurant_type_id","slug","price_range","app_or_printer","contract_fee","updated_at","updated_by"
1091,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","2 Woodfield Dr",,9,3,,,45.3375015,-75.7263031,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1092,182,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pizzeria Riverview","117 Rue Front",,19,4,,,45.4043007,-75.8546982,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1093,183,0,0,0,"2016-02-25 13:08:34",,,"0",,"Aylmer BBQ","134, rue Principale",,23,4,,,45.3950005,-75.8430023,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1094,184,0,0,0,"2016-02-25 13:08:34",,,"0",,"Papa Pizza - Hull","574, boul Saint-Joseph",,21,4,,,45.4499016,-75.7359009,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1095,186,0,0,0,"2016-02-25 13:08:34",,,"0",,"Shawarma and Souvlaki House","1730 Montreal Rd",,22,3,,,51.8642006,-2.2381599,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1096,187,0,0,0,"2016-02-25 13:08:34",,,"0",,"Cathay Restaurants","1423 Woodroffe Ave","K2G 1V9",17,3,"(613) 228-2228","noemail@noemail.com",45.3432007,-75.7570038,44,"2022-02-21 16:58:51","n","y","y","n",,,"n",,,3,"cathay-restaurant",0,"app",,,
1097,188,0,0,0,"2016-02-25 13:08:34",,,"0",,"Naked Fish Sushi","342 Richmond Rd",,9,3,,,45.3919983,-75.7540970,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1098,189,0,0,0,"2016-02-25 13:08:34",,,"0",,"Moe's Famous Pizza","102B McEwen Ave",,9,3,,,45.3711014,-75.7819977,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1099,190,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","2430 Bank St",,9,3,,,45.3540001,-75.6489029,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1100,191,0,0,0,"2016-02-25 13:08:34",,,"0",,"Benji's Vietnamese Cuisine (closed)","2750-B Iris St",,9,3,,,45.3479004,-75.7872009,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1101,192,0,0,0,"2016-02-25 13:08:34",,,"0",,"Lorenzo's Pizzeria - Vanier","94 Montreal Rd",,18,3,,,45.4339981,-75.6668015,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1102,193,0,0,0,"2016-02-25 13:08:34",,,"0",,"House Of Georgie - 'Sorento's'","211 Gilmour St",,9,3,,,45.4164009,-75.6897964,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1103,194,0,0,0,"2016-02-25 13:08:34",,,"0",,"Le Maillon Restaurant(sold)","408, boul La Vérendrye E",,21,4,,,45.5009003,-75.6416016,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1104,195,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pizza la Cite","455, boul Riel",,21,4,,,45.4650002,-75.7731018,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1105,197,0,0,0,"2016-02-25 13:08:34",,,"0",,"Lunasole Restaurant & Bar (Dropped)","5935 Jeanne D'Arc Blvd S",,10,3,,,45.4659004,-75.5419006,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1106,198,0,0,0,"2016-02-25 13:08:34",,,"0",,"Wei's Noodle House","726 Somerset St W",,9,3,,,45.4104004,-75.7079010,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1107,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Season's Pizza","826 Somerset St W",,9,3,,,45.4090996,-75.7116013,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1108,200,0,0,0,"2016-02-25 13:08:34",,,"0",,"The Original Georgie's","1661 Carling Ave",,9,3,,,45.3797989,-75.7490005,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1109,201,0,0,0,"2016-02-25 13:08:34",,,"0",,"Festival Japan","149 Kent Street",,9,3,,,45.4188995,-75.7021027,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1110,202,0,0,0,"2016-02-25 13:08:34",,,"0",,"Popeye The Chef ( closed)","2241 St Laurent Blvd",,9,3,,,45.3889008,-75.6175003,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1111,203,0,0,0,"2016-02-25 13:08:34",,,"0",,"Champa Thai Food","193 King Edward Ave",,9,3,,,45.4325981,-75.6889038,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1112,204,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","14 Main St E",,24,3,,,44.8997002,-76.0221024,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1113,205,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","777 Principale St",,28,3,,,45.3153992,-75.0894012,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1114,206,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","3796 Champlain Rd",,35,3,,,45.4351006,-75.1584015,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1115,207,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","339 Dalhousie St",,9,3,,,45.4283981,-75.6905975,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1116,208,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","2241 St Laurent Blvd",,9,3,,,45.3903008,-75.6183014,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1117,209,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","990 River Rd",,9,3,,,45.2341003,-75.6772995,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1118,210,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","44 Seneca St",,9,3,,,45.3914986,-75.6900024,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1119,211,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","3050 Woodroffe Ave",,17,3,,,45.2845001,-75.7238007,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1120,212,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho Thu Do (dropped)","3987 Riverside Dr",,9,3,,,45.3330994,-75.6923981,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1121,213,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","2600 County Rd 43",,25,3,,,45.0218010,-75.6261978,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1122,215,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","335 Montreal Rd",,26,3,,,45.0185013,-74.7109985,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1123,216,0,0,0,"2016-02-25 13:08:34",,,"0",,"do_not_delete","600 terry fox drive",,4,3,,,45.3008995,-75.9063034,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1124,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Bento Sushi","606 Rideau St",,9,3,,,45.4329987,-75.6752014,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1125,218,0,0,0,"2016-02-25 13:08:34",,,"0",,"Mukut Indian Restaurant","610 Rideau St",,9,3,,,45.4331017,-75.6750031,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1126,219,0,0,0,"2016-02-25 13:08:34",,,"0",,"Lemon Grass Restaurant","331 Elgin St","K2P 1M5",9,3,"(613) 233-5000","no@thai.ca",45.4159012,-75.6884995,44,"2022-03-21 15:34:27","n","y","y","n",,,"n",,,,"lemongrass-thai",0,"app",,,
1127,221,0,0,0,"2016-02-25 13:08:34",,,"0",,"Golden India","408 McArthur Ave",,9,3,,,45.4319992,-75.6485977,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1128,223,0,0,0,"2016-02-25 13:08:34",,,"0",,"Spice Express","1128 Cadboro Road",,9,3,,,45.4306984,-75.6207962,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1129,224,0,0,0,"2016-02-25 13:08:34",,,"0",,"Ginkgo Garden","600 Terry Fox Drive","k2l-4b6",9,3,"(123) 456-7890","e@e.com",45.2997054,-75.9048498,,,"n","n","n","n","0000-00-00","0000-00-00","n","0000-00-00 00:00:00","0000-00-00 00:00:00",,"ginkgo-garden",1,"app",,,
1130,225,0,0,0,"2016-02-25 13:08:34",,,"0",,"Restaurant Le Choix","600 Terry Fox Drive","k2l4b6",9,4,"(123) 456-7890","e@e.com",45.2997054,-75.9048498,,,"n","n","n","n","0000-00-00","0000-00-00","n","0000-00-00 00:00:00","0000-00-00 00:00:00",,"restaurant-le-choix",1,"app",,,
1131,226,0,0,0,"2016-02-25 13:08:34",,,"0",,"La Bella Pizza","600 Terry Fox Drive","k2l-4b6",9,4,"(123) 456-7890","e@e.com",45.2997054,-75.9048498,,,"n","n","n","n","0000-00-00","0000-00-00","n","0000-00-00 00:00:00","0000-00-00 00:00:00",,"la-bella-pizza",1,"app",,,
1132,227,0,0,0,"2016-02-25 13:08:34",,,"0",,"Familia Pizza","600 Terry Fox Drive","k2l-4b6",9,4,"(123) 456-7890","e@e.com",45.2997054,-75.9048498,,,"n","n","n","n","0000-00-00","0000-00-00","n","0000-00-00 00:00:00","0000-00-00 00:00:00",,"familia-pizza",1,"app",,,
1133,228,0,0,0,"2016-02-25 13:08:34",,,"0",,"Restaurant Chez Gerry","600 Terry Fox Drive","k2l-4b6",9,4,"(123) 456-7890","e@e.com",45.2997054,-75.9048498,,,"n","n","n","n","0000-00-00","0000-00-00","n","0000-00-00 00:00:00","0000-00-00 00:00:00",,"restaurant-chez-gerry",1,"app",,,
1134,229,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pizza Mia","600 Terry Fox Drive","k2l-4b6",9,3,"(123) 456-7890","e@e.com",45.2997054,-75.9048498,,,"n","n","n","n","0000-00-00","0000-00-00","n","0000-00-00 00:00:00","0000-00-00 00:00:00",,"pizza-mia",1,"app",,,
1135,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Paesano's Pizzeria","500 Old St Patrick St",,9,3,,,45.4347992,-75.6837006,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1136,231,0,0,0,"2016-02-25 13:08:34",,,"0",,"Papa Pizza - Gatineau Ouest","22, rue des Flandres",,21,4,,,45.4705009,-75.7186966,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1137,232,0,0,0,"2016-02-25 13:08:34",,,"0",,"New Hong Shing","285 Greenbank Rd",,9,3,,,45.3241997,-75.7774963,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1138,234,0,0,0,"2016-02-25 13:08:34",,,"0",,"Restaurant Laspézia Café","147, boul d'Europe",,21,4,,,45.4421997,-75.7954025,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1139,235,0,0,0,"2016-02-25 13:08:34",,,"0",,"Chillies Indian Restaurant","1581 Greenbank Rd",,9,3,,,45.2739983,-75.7470016,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1140,236,0,0,0,"2016-02-25 13:08:34",,,"0",,"El Greko","201 rue Eddy",,21,4,,,45.4319992,-75.7204971,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1141,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Shawarma's King","395 Bank St",,9,3,,,45.4132996,-75.6945038,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1142,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano City Pizza","5511 Manotick Main St",,9,3,,,45.2271004,-75.6862030,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1143,239,0,0,0,"2016-02-25 13:08:34",,,"0",,"Hung Mein","2567 Baseline Rd","K2H 7B3",9,3,"(613) 828-7926","no@no.ca",45.3414001,-75.7873001,44,"2022-03-04 18:11:18","n","y","y","n",,,"n",,,3,"hung-mein",0,"app",,,
1144,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Piper's Pizzeria Bar & Grill","1133 St Laurent Blvd",,9,3,,,45.4245987,-75.6372986,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1145,241,0,0,0,"2016-02-25 13:08:34",,,"0",,"Shawarma Rosana","2219 Arch St",,9,3,,,45.3891983,-75.6306000,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1146,242,0,0,0,"2016-02-25 13:08:34",,,"0",,"Chez Gaston Shawarma(stopped delivery)","195 Rue Principale",,23,4,,,45.3956985,-75.8343964,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1147,245,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","26 Bridge St",,29,3,,,45.1372986,-76.1429977,,,"n","n","n","n",,,"n",,,,"",,"app",,,
