"id";"v1_id";"address";"zip";"city_id";"province_id";"phone";"email";"lat";"lng";"active";"updated_at"
"1075";"153";"425 Donald St";"";"9";"3";"";"";"45.4285011";"-75.6493988";"n";""
"1076";"154";"2 Woodfield Dr";"";"17";"3";"";"";"45.3380013";"-75.7260971";"n";""
"1077";"155";"1224 Shillington Ave";"";"9";"3";"";"";"45.3805008";"-75.728302";"n";""
"1078";"157";"1574 Walkley Rd";"";"9";"3";"";"";"45.3768997";"-75.6471024";"n";""
"1079";"161";"1078 Merivale Rd";"";"9";"3";"";"";"45.3773003";"-75.7332993";"n";""
"1080";"162";"747 Richmond Rd";"";"9";"3";"";"";"45.3828011";"-75.7698975";"n";""
"1081";"164";"3848 Innes Rd";"";"10";"3";"";"";"45.4514008";"-75.5152969";"n";""
"1082";"171";"25 Tapiola Cres";"";"9";"3";"";"";"45.3637009";"-75.6471024";"n";""
"1083";"172";"385 Tompkins Ave";"";"10";"3";"";"";"45.4771996";"-75.4981995";"n";""
"1084";"173";"245, rue de Cannes";"";"21";"4";"";"";"45.4902992";"-75.7238998";"n";""
"1085";"174";"68 Wylie Ave";"";"9";"3";"";"";"45.354599";"-75.8066025";"n";""
"1086";"175";"201 Marier Ave";"";"18";"3";"";"";"45.4392014";"-75.6632996";"n";""
"1087";"177";"169 York St";"";"9";"3";"";"";"45.4299011";"-75.6891022";"n";""
"1088";"178";"2908 St. Joseph Blvd";"";"10";"3";"";"";"45.4746017";"-75.5179977";"n";""
"1089";"179";"988 Wellington St";"K1Y 2X8";"9";"3";"(613) 722-5995";"n@n.ca";"45.4056015";"-75.722702";"n";""
"1090";"180";"250 Centrum Blvd";"";"10";"3";"";"";"45.4804001";"-75.510498";"n";""
"1091";"0";"2 Woodfield Dr";"";"9";"3";"";"";"45.3375015";"-75.7263031";"n";""
"1092";"182";"117 Rue Front";"";"19";"4";"";"";"45.4043007";"-75.8546982";"n";""
"1093";"183";"134, rue Principale";"";"23";"4";"";"";"45.3950005";"-75.8430023";"n";""
"1094";"184";"574, boul Saint-Joseph";"";"21";"4";"";"";"45.4499016";"-75.7359009";"n";""
"1095";"186";"1730 Montreal Rd";"";"22";"3";"";"";"51.8642006";"-2.2381599";"n";""
"1096";"187";"1423 Woodroffe Ave";"K2G 1V9";"17";"3";"(613) 228-2228";"noemail@noemail.com";"45.3432007";"-75.7570038";"n";""
"1097";"188";"342 Richmond Rd";"";"9";"3";"";"";"45.3919983";"-75.754097";"n";""
"1098";"189";"102B McEwen Ave";"";"9";"3";"";"";"45.3711014";"-75.7819977";"n";""
"1099";"190";"2430 Bank St";"";"9";"3";"";"";"45.3540001";"-75.6489029";"n";""
"1100";"191";"2750-B Iris St";"";"9";"3";"";"";"45.3479004";"-75.7872009";"n";""
"1101";"192";"94 Montreal Rd";"";"18";"3";"";"";"45.4339981";"-75.6668015";"n";""
"1102";"193";"211 Gilmour St";"";"9";"3";"";"";"45.4164009";"-75.6897964";"n";""
"1103";"194";"408, boul La V�rendrye E";"";"21";"4";"";"";"45.5009003";"-75.6416016";"n";""
"1104";"195";"455, boul Riel";"";"21";"4";"";"";"45.4650002";"-75.7731018";"n";""
"1105";"197";"5935 Jeanne D'Arc Blvd S";"";"10";"3";"";"";"45.4659004";"-75.5419006";"n";""
"1106";"198";"726 Somerset St W";"";"9";"3";"";"";"45.4104004";"-75.707901";"n";""
"1107";"0";"826 Somerset St W";"";"9";"3";"";"";"45.4090996";"-75.7116013";"n";""
"1108";"200";"1661 Carling Ave";"";"9";"3";"";"";"45.3797989";"-75.7490005";"n";""
"1109";"201";"149 Kent Street";"";"9";"3";"";"";"45.4188995";"-75.7021027";"n";""
"1110";"202";"2241 St Laurent Blvd";"";"9";"3";"";"";"45.3889008";"-75.6175003";"n";""
"1111";"203";"193 King Edward Ave";"";"9";"3";"";"";"45.4325981";"-75.6889038";"n";""
"1112";"204";"14 Main St E";"";"24";"3";"";"";"44.8997002";"-76.0221024";"n";""
"1113";"205";"777 Principale St";"";"28";"3";"";"";"45.3153992";"-75.0894012";"n";""
"1114";"206";"3796 Champlain Rd";"";"35";"3";"";"";"45.4351006";"-75.1584015";"n";""
"1115";"207";"339 Dalhousie St";"";"9";"3";"";"";"45.4283981";"-75.6905975";"n";""
"1116";"208";"2241 St Laurent Blvd";"";"9";"3";"";"";"45.3903008";"-75.6183014";"n";""
"1117";"209";"990 River Rd";"";"9";"3";"";"";"45.2341003";"-75.6772995";"n";""
"1118";"210";"44 Seneca St";"";"9";"3";"";"";"45.3914986";"-75.6900024";"n";""
"1119";"211";"3050 Woodroffe Ave";"";"17";"3";"";"";"45.2845001";"-75.7238007";"n";""
"1120";"212";"3987 Riverside Dr";"";"9";"3";"";"";"45.3330994";"-75.6923981";"n";""
"1121";"213";"2600 County Rd 43";"";"25";"3";"";"";"45.021801";"-75.6261978";"n";""
"1122";"215";"335 Montreal Rd";"";"26";"3";"";"";"45.0185013";"-74.7109985";"n";""
"1123";"216";"600 terry fox drive";"";"4";"3";"";"";"45.3008995";"-75.9063034";"n";""
"1124";"0";"606 Rideau St";"";"9";"3";"";"";"45.4329987";"-75.6752014";"n";""
"1125";"218";"610 Rideau St";"";"9";"3";"";"";"45.4331017";"-75.6750031";"n";""
"1126";"219";"331 Elgin St";"K2P 1M5";"9";"3";"(613) 233-5000";"no@thai.ca";"45.4159012";"-75.6884995";"n";""
"1127";"221";"408 McArthur Ave";"";"9";"3";"";"";"45.4319992";"-75.6485977";"n";""
"1128";"223";"1128 Cadboro Road";"";"9";"3";"";"";"45.4306984";"-75.6207962";"n";""
"1129";"224";"600 Terry Fox Drive";"K2L 4B6";"9";"3";"(123) 456-7890";"e@e.com";"45.2997054";"-75.9048498";"n";""
"1130";"225";"600 Terry Fox Drive";"K2L 4B6";"9";"4";"(123) 456-7890";"e@e.com";"45.2997054";"-75.9048498";"n";""
"1131";"226";"600 Terry Fox Drive";"K2L 4B6";"9";"4";"(123) 456-7890";"e@e.com";"45.2997054";"-75.9048498";"n";""
"1132";"227";"600 Terry Fox Drive";"K2L 4B6";"9";"4";"(123) 456-7890";"e@e.com";"45.2997054";"-75.9048498";"n";""
"1133";"228";"600 Terry Fox Drive";"K2L 4B6";"9";"4";"(123) 456-7890";"e@e.com";"45.2997054";"-75.9048498";"n";""
"1134";"229";"600 Terry Fox Drive";"K2L 4B6";"9";"3";"(123) 456-7890";"e@e.com";"45.2997054";"-75.9048498";"n";""
"1135";"0";"500 Old St Patrick St";"";"9";"3";"";"";"45.4347992";"-75.6837006";"n";""
"1136";"231";"22, rue des Flandres";"";"21";"4";"";"";"45.4705009";"-75.7186966";"n";""
"1137";"232";"285 Greenbank Rd";"";"9";"3";"";"";"45.3241997";"-75.7774963";"n";""
"1138";"234";"147, boul d'Europe";"";"21";"4";"";"";"45.4421997";"-75.7954025";"n";""
"1139";"235";"1581 Greenbank Rd";"";"9";"3";"";"";"45.2739983";"-75.7470016";"n";""
"1140";"236";"201 rue Eddy";"";"21";"4";"";"";"45.4319992";"-75.7204971";"n";""
"1141";"0";"395 Bank St";"";"9";"3";"";"";"45.4132996";"-75.6945038";"n";""
"1142";"0";"5511 Manotick Main St";"";"9";"3";"";"";"45.2271004";"-75.686203";"n";""
"1143";"239";"2567 Baseline Rd";"K2H 7B3";"9";"3";"(613) 828-7926";"no@no.ca";"45.3414001";"-75.7873001";"n";""
"1144";"0";"1133 St Laurent Blvd";"";"9";"3";"";"";"45.4245987";"-75.6372986";"n";""
"1145";"241";"2219 Arch St";"";"9";"3";"";"";"45.3891983";"-75.6306";"n";""
"1146";"242";"195 Rue Principale";"";"23";"4";"";"";"45.3956985";"-75.8343964";"n";""
"1147";"245";"26 Bridge St";"";"29";"3";"";"";"45.1372986";"-76.1429977";"n";""
"1148";"246";"60 Harmer Ave";"";"9";"3";"";"";"45.396801";"-75.7326965";"n";""
"1149";"247";"1 Rue Hobin Unit 5";"";"9";"3";"";"";"45.2645988";"-75.9288025";"n";""
"1150";"248";"471 Hazeldean Rd";"";"4";"3";"";"";"45.2981987";"-75.8887024";"n";""
"1151";"249";"73, boul de la Gappe";"";"21";"4";"";"";"45.4654999";"-75.7169037";"n";""
"1152";"251";"1580 Dundas St";"";"31";"3";"";"";"43.6136017";"-79.5786972";"n";""
"1153";"0";"1671 Carling Ave";"";"11";"3";"";"";"45.3796997";"-75.7492981";"n";""
"1154";"254";"1896 Prince of Wales Dr";"";"9";"3";"";"";"45.3539009";"-75.7040024";"n";""
"1155";"255";"422 Bronson Ave";"";"9";"3";"";"";"45.408699";"-75.7042007";"n";""
"1156";"256";"1896 Prince of Wales Dr";"";"9";"3";"";"";"45.3539009";"-75.7040024";"n";""
"1157";"257";"3679 Riverside Dr";"";"9";"3";"";"";"45.3434982";"-75.6909027";"n";""
"1158";"258";"250 Centrum Blvd";"";"9";"3";"";"";"45.4803009";"-75.5106964";"n";""
"1159";"259";"1001 Queen Elizabeth Drive";"";"9";"3";"";"";"45.3963013";"-75.7057037";"n";""
"1160";"260";"1440 Rue de l'Eglise";"";"0";"0";"";"";"0.0";"0.0";"n";""
"1161";"262";"4-2437 Finch Ave W";"";"30";"3";"";"";"43.7503014";"-79.5502014";"n";""
"1162";"263";"1009 Merivale Rd";"";"9";"3";"";"";"45.3793983";"-75.7331009";"n";""
"1163";"264";"108, boul Lorrain";"";"21";"4";"";"";"45.4949989";"-75.607399";"n";""
"1164";"265";"650 Woodlawn Rd W";"";"33";"3";"";"";"43.5425987";"-80.3076019";"n";""
"1165";"273";"1598 Cyrville Rd";"K1B 3L8";"22";"3";"(613) 744-2865";"noemail@noemail.ca";"45.4180984";"-75.6106033";"n";""
"1166";"274";"1200 Prince of Wales";"";"9";"3";"";"";"45.3745003";"-75.7086029";"n";""
"1167";"275";"7772 Jeanne d'Arc Blvd";"";"9";"3";"";"";"45.4822998";"-75.5276031";"n";""
"1168";"276";"1441 Ogilvie Rd.";"";"9";"3";"";"";"45.4315987";"-75.618103";"n";""
"1169";"277";"3415 Dixie Rd Unit 4A";"";"31";"3";"";"";"43.6178017";"-79.5951996";"n";""
"1170";"278";"1300 Finch Ave W";"";"30";"3";"";"";"43.7640991";"-79.4897003";"n";""
"1171";"280";"685 Fischer Hallman Rd, Unit G";"N2E 4E9";"34";"3";"(519) 576-9996";"noemail@noemial.ca";"43.4155998";"-80.5108032";"y";""
"1172";"281";"1105 Cobden Rd";"";"9";"3";"";"";"45.3521996";"-75.7779007";"n";""
"1173";"283";"583 College St.";"";"12";"3";"";"";"43.6553001";"-79.4132996";"n";""
"1174";"284";"26 Northside Rd";"";"9";"3";"";"";"45.3286018";"-75.8167038";"n";""
"1175";"285";"2895 Bank St";"";"9";"3";"";"";"45.3485985";"-75.6268997";"n";""
"1176";"286";"1768 St. Clair Ave W";"";"12";"3";"";"";"43.6739998";"-79.4610977";"n";""
"1177";"287";"373 Somerset St W";"";"9";"3";"";"";"45.4152985";"-75.696701";"n";""
"1178";"288";"1581 Bank Street";"";"9";"3";"";"";"45.3792";"-75.6676025";"n";""
"1179";"289";"1611c Bank Street";"";"9";"3";"";"";"45.3782997";"-75.6668015";"n";""
"1180";"290";"1949 Finch Ave W. Unit C";"";"30";"3";"";"";"43.7615013";"-79.4111023";"n";""
"1181";"291";"2446 Bank St";"";"9";"3";"";"";"45.3526001";"-75.6468964";"n";""
"1182";"292";"4055 Carling Ave Unit 3";"";"9";"3";"";"";"45.3381004";"-75.9076996";"n";""
"1183";"293";"2677 Alta Vista Road";"";"9";"3";"";"";"45.3727989";"-75.6641998";"n";""
"1184";"294";"800 Hunt Club Rd";"";"9";"3";"";"";"45.3443985";"-75.6663971";"n";""
"1185";"295";"1755 St Laurent Blvd";"";"9";"3";"";"";"45.4048996";"-75.6264038";"n";""
"1186";"0";"3891 Innes Rd";"";"10";"3";"";"";"45.4343987";"-75.5586014";"n";""
"1187";"297";"87 Boulevard des Laurentides";"";"57";"4";"";"";"45.5625";"-73.683403";"n";""
"1188";"298";"2270 Markham Rd";"";"32";"3";"";"";"43.8110008";"-79.2429962";"n";""
"1189";"299";"141 Cartwright Ave";"";"30";"3";"";"";"43.721199";"-79.4684982";"n";""
"1190";"300";"1380 Notre Dame";"";"36";"4";"";"";"45.4348984";"-73.6753998";"n";""
"1191";"303";"2564 St. Joseph Blvd";"";"10";"3";"";"";"45.4706001";"-75.5257034";"n";""
"1192";"0";"4055 Carling Ave";"";"4";"3";"";"";"45.3381004";"-75.9076996";"n";""
"1193";"305";"591 March Rd";"";"4";"3";"";"";"45.347599";"-75.9233017";"n";""
"1194";"306";"1 Tartan Drive";"";"0";"0";"";"";"0.0";"0.0";"n";""
"1195";"307";"1383 Clyde Ave";"";"9";"3";"";"";"45.3596001";"-75.7384033";"n";""
"1196";"308";"1588 Walkley Rd";"";"9";"3";"";"";"45.3769989";"-75.6470032";"n";""
"1197";"310";"1991-A Finch Ave W";"";"12";"3";"";"";"43.757";"-79.5196991";"n";""
"1198";"311";"1580 Merivale Rd";"";"9";"3";"";"";"45.3512993";"-75.7344971";"n";""
"1199";"312";"1134 Cadboro Rd";"K1J 9K4";"9";"3";"(613) 564-9888";"noemail@noemail.ca";"45.4309998";"-75.6211014";"n";""
"1200";"313";"1589 Bank St";"";"9";"3";"";"";"45.3787994";"-75.6675034";"n";""
"1201";"314";"1060 St Laurent Blvd";"";"9";"3";"";"";"45.426899";"-75.6389008";"n";""
"1202";"315";"5831 Boul. Monk";"";"20";"4";"";"";"45.4599991";"-73.5967026";"n";""
"1203";"0";"178 McArthur Ave";"";"9";"3";"";"";"45.4310989";"-75.6626968";"n";""
"1204";"317";"124 Chestnut St";"";"12";"3";"";"";"43.6551018";"-79.3861008";"n";""
"1205";"318";"6-4055 Carling Ave.";"K2K 2A4";"4";"3";"(613) 963-0625";"no@no.ca";"45.3381004";"-75.9076996";"n";""
"1206";"319";"3549 Av Lacombe";"";"20";"4";"";"";"45.4971008";"-73.6231003";"n";""
"1207";"320";"4886 Boul. Saint Charles";"";"38";"4";"";"";"45.4668007";"-73.8744965";"n";""
"1208";"321";"683 Bronson Ave";"";"9";"3";"";"";"45.4021988";"-75.7003021";"n";""
"1209";"322";"2701 St Joseph Boul";"";"9";"3";"";"";"45.4720001";"-75.5231018";"n";""
"1210";"323";"121 Preston St";"";"9";"3";"";"";"45.4082985";"-75.7142029";"n";""
"1211";"0";"2916 Carling Ave";"";"9";"3";"";"";"45.3567009";"-75.8010025";"n";""
"1212";"325";"491 Somerset St W";"";"9";"3";"";"";"45.4138985";"-75.7003021";"n";""
"1213";"0";"834 Clyde Ave";"";"9";"3";"";"";"45.3778";"-75.7494965";"n";""
"1214";"327";"449 McArthur Ave";"";"9";"3";"";"";"45.4325981";"-75.6444016";"n";""
"1215";"328";"5925 Perth St.";"";"37";"3";"";"";"45.1935997";"-75.8395996";"n";""
"1216";"329";"270, boul Labelle";"";"41";"4";"";"";"45.6273003";"-73.8075027";"n";""
"1217";"330";"208, ave Dorval";"";"39";"4";"";"";"45.4417992";"-73.740303";"n";""
"1218";"331";"";"";"0";"0";"";"";"0.0";"0.0";"n";""
"1219";"332";"1021 Cyrville Rd";"";"9";"3";"";"";"45.4257011";"-75.6380005";"n";""
"1220";"333";"30, rue de Valcourt, unit� 30";"";"21";"4";"";"";"45.4924011";"-75.7074966";"n";""
"1221";"334";"461 Hazeldean Rd";"";"4";"3";"";"";"45.2994995";"-75.8865967";"n";""
"1222";"335";"727 Churchill Ave";"";"9";"3";"";"";"45.3810997";"-75.7470016";"n";""
"1223";"336";"261 Centrepointe Dr";"";"9";"3";"";"";"45.3390999";"-75.7711029";"n";""
"1224";"337";"778 Somerset St W";"";"9";"3";"";"";"45.4099007";"-75.7097015";"n";""
"1225";"339";"1 Rideaucrest Drive";"";"17";"3";"";"";"45.2848015";"-75.7225037";"n";""
"1226";"340";"111 Albert St";"";"9";"3";"";"";"45.4215012";"-75.697197";"n";""
"1227";"341";"2130 Robertson Rd";"";"9";"3";"";"";"45.3213005";"-75.8351974";"n";""
"1228";"342";"4742, ch de la Cote-des-Neiges";"";"20";"4";"";"";"45.4956017";"-73.6107025";"n";""
"1229";"343";"343, boul Greber";"";"21";"4";"";"";"45.4788017";"-75.7009964";"n";""
"1230";"344";"351 Montreal Rd";"";"18";"3";"";"";"45.4380989";"-75.6559982";"n";""
"1231";"345";"11729 Jasper Ave";"";"40";"11";"";"";"53.5407982";"-113.5240021";"n";""
"1232";"346";"257, boul Maloney";"";"21";"4";"";"";"45.4845009";"-75.646698";"n";""
"1233";"347";"5248 ch Queen Mary";"";"20";"4";"";"";"45.5625";"-73.6832962";"n";""
"1234";"348";"232 Rue Jean Talon Ouest";"";"20";"4";"";"";"45.5625";"-73.6832962";"n";""
"1235";"349";"2266, ch de Chambly";"";"44";"4";"";"";"45.5262985";"-73.4741974";"n";""
"1236";"350";"3628, av des �glises ";"";"42";"4";"";"";"46.7181015";"-71.2683029";"n";""
"1237";"351";"11819 40 Ave NW";"";"0";"0";"";"";"53.4762001";"-113.538002";"n";""
"1238";"352";"110 rue Eddy";"";"21";"4";"";"";"45.4285011";"-75.7201004";"n";""
"1239";"353";"123 rue Saint Pas-Vrais";"";"43";"4";"";"";"45.6991997";"-73.8118973";"n";""
"1240";"354";"81 Holland Ave";"";"9";"3";"";"";"45.401001";"-75.7324982";"n";""
"1241";"355";"1315 Richmond Road";"";"9";"3";"";"";"45.368";"-75.7860031";"n";""
"1242";"356";"2182 Marie-Victorin";"";"19";"4";"";"";"46.7779999";"-71.2601013";"n";""
"1243";"357";"106 - 180 Lees Ave";"";"9";"3";"";"";"45.4155006";"-75.6712036";"n";""
"1244";"358";"212 Bank St";"";"9";"3";"";"";"45.417099";"-75.697998";"n";""
"1245";"359";"2133 Jane St";"";"30";"3";"";"";"43.719799";"-79.5083008";"n";""
"1246";"360";"6500 Russell Rd";"";"67";"3";"";"";"45.3692017";"-75.4559021";"n";""
"1247";"361";"202 Bank St";"";"9";"3";"";"";"45.4175987";"-75.6983032";"n";""
"1248";"362";"320 Bank St";"";"9";"3";"";"";"45.4143982";"-75.6957016";"n";""
"1249";"364";"1555 O'Connor Dr";"";"12";"3";"";"";"43.7150993";"-79.3051987";"n";""
"1250";"365";"101 - 340 Queen St ";"";"9";"3";"";"";"45.418499";"-75.7053986";"n";""
"1251";"366";"223 Jameson Ave. ";"";"12";"3";"";"";"43.6403999";"-79.4372025";"n";""
"1252";"367";"3023 Cedarview Rd";"";"17";"3";"";"";"45.2659988";"-75.7714005";"n";""
"1253";"368";"233, boul. St-Anne";"";"19";"4";"";"";"45.850399";"-73.4947968";"n";""
"1254";"369";"689 E65th Avenue ";"";"46";"8";"";"";"49.2120018";"-123.0920029";"n";""
"1255";"370";"244, 70 Shawville Blvd";"";"9";"3";"";"";"45.4215012";"-75.697197";"n";""
"1256";"0";"403 Somerset St W";"";"9";"3";"";"";"45.4150009";"-75.6977005";"n";""
"1257";"372";"176 Rideau St";"";"9";"3";"";"";"45.4272003";"-75.6893997";"n";""
"1258";"373";"319 Rideau St";"";"9";"3";"";"";"45.4292984";"-75.6847992";"n";""
"1259";"374";"1968 Portobello Blvd";"";"10";"3";"";"";"45.4669991";"-75.4667969";"n";""
"1260";"375";"291 Queen Mary St";"";"9";"3";"";"";"45.4252014";"-75.6521988";"n";""
"1261";"376";"370 Dalhousie St";"";"9";"3";"";"";"45.4275017";"-75.6900024";"n";""
"1262";"0";"309 Dalhousie St";"";"9";"3";"";"";"45.4291992";"-75.6913986";"n";""
"1263";"0";"303 St-Patrick St";"";"9";"3";"";"";"45.4317017";"-75.6912994";"n";""
"1264";"379";"1025, boul du Seminaire N";"";"47";"4";"";"";"45.3372993";"-73.2677002";"n";""
"1265";"380";"3005, boul Taschereau";"";"48";"4";"";"";"45.4982986";"-73.4858017";"n";""
"1266";"383";"4 Lorry Greenberg Dr";"";"9";"3";"";"";"45.3698006";"-75.6211014";"n";""
"1267";"384";"912 St Laurent Blvd";"";"9";"3";"";"";"45.4313011";"-75.6414032";"n";""
"1268";"385";"";"";"19";"4";"";"";"52.9398994";"-73.5491028";"n";""
"1269";"386";"109 Clarence St";"";"9";"3";"";"";"45.4295998";"-75.691803";"n";""
"1270";"387";"445 Laurier Ave W";"K1R 0A2";"9";"3";"(613) 695-5588";"noemail@noemail.ca";"45.4169006";"-75.7034988";"n";""
"1271";"389";"2630, rue Dessaulles";"";"50";"4";"";"";"45.6221008";"-72.9564972";"n";""
"1272";"391";"157, rue Saint-Jacques";"";"47";"4";"";"";"45.3060989";"-73.2561035";"n";""
"1273";"0";"1555, boul Provencher";"J4W 1Z3";"52";"4";"(450) 672-6112";"no@no.ca";"45.4733009";"-73.4748001";"n";""
"1274";"394";"3140, ch de Chambly";"";"44";"4";"";"";"45.5368996";"-73.5106964";"n";""
"1275";"395";"2860, rue de lyon";"";"44";"4";"";"";"45.5144005";"-73.4634018";"n";""
"1276";"396";"50 Main Street S";"";"55";"3";"";"";"45.3092003";"-74.6352005";"n";""
"1277";"0";"272 Dalhousie St";"";"9";"3";"";"";"45.4300003";"-75.6921997";"n";""
"1278";"398";"380, Route 132, St-Constant Suite 220";"";"20";"4";"";"";"45.3919983";"-73.5791016";"n";""
"1279";"399";"Grande Allee";"";"53";"4";"";"";"45.4682007";"-73.4332962";"n";""
"1280";"400";"1016 Boulevard Taschereau";"";"54";"4";"";"";"45.4132004";"-73.4921036";"n";""
"1281";"401";"3018 St Joseph Boulevard";"";"10";"3";"";"";"45.476799";"-75.5139008";"n";""
"1282";"402";"868 Eglington Ave W.";"";"12";"3";"";"";"43.7010002";"-79.4262009";"n";""
"1283";"404";"2900 Woodroffe Ave";"";"17";"3";"";"";"45.2924995";"-75.7279968";"n";""
"1284";"405";"62 Main St";"";"9";"3";"";"";"45.4126015";"-75.6800995";"n";""
"1285";"406";"6497, rue Beaubien Est";"H1M 1B1";"4";"4";"(514) 313-6291";"laura_paniagua513@hotmail.com";"45.5872002";"-73.5614014";"y";""
"1286";"407";"170 Lees Ave";"";"9";"3";"";"";"45.4145012";"-75.6715012";"n";""
